name,class,confidence,box,path
C,0,0.87766,"{'x1': 86.71802, 'y1': 0.0, 'x2': 708.0484, 'y2': 585.323}",E:\00learning\00test\验证图片\1153_20250517_092615.jpg
M,1,0.9292,"{'x1': 78.26379, 'y1': 0.0, 'x2': 709.40045, 'y2': 586.30103}",E:\00learning\00test\验证图片\1155_20250517_224635.jpg
M,1,0.92495,"{'x1': 91.61658, 'y1': 0.0, 'x2': 728.78992, 'y2': 583.98895}",E:\00learning\00test\验证图片\1156_20250516_161207.jpg
M,1,0.9234,"{'x1': 94.94684, 'y1': 0.0, 'x2': 735.51825, 'y2': 593.84845}",E:\00learning\00test\验证图片\1156_20250517_023618.jpg
M,1,0.93076,"{'x1': 87.97083, 'y1': 0.0, 'x2': 729.29309, 'y2': 605.4563}",E:\00learning\00test\验证图片\1159_20250517_104510.jpg
M,1,0.92746,"{'x1': 85.69971, 'y1': 0.0, 'x2': 727.85767, 'y2': 603.55951}",E:\00learning\00test\验证图片\1159_20250517_193509.jpg
S,2,0.92869,"{'x1': 49.87616, 'y1': 0.0, 'x2': 704.38763, 'y2': 590.38074}",E:\00learning\00test\验证图片\1172_20250517_124930.jpg
M,1,0.92064,"{'x1': 62.85315, 'y1': 0.0, 'x2': 703.02539, 'y2': 588.49377}",E:\00learning\00test\验证图片\1175_20250517_085432.jpg
C,0,0.9032,"{'x1': 87.54657, 'y1': 0.0, 'x2': 710.78668, 'y2': 582.0495}",E:\00learning\00test\验证图片\1186_20250517_083251.jpg
M,1,0.92797,"{'x1': 88.2854, 'y1': 0.0, 'x2': 725.11609, 'y2': 589.03406}",E:\00learning\00test\验证图片\1197_20250517_010239.jpg
M,1,0.92873,"{'x1': 77.70093, 'y1': 0.0, 'x2': 715.10431, 'y2': 596.1369}",E:\00learning\00test\验证图片\1198_20250517_121945.jpg
M,1,0.90848,"{'x1': 89.69415, 'y1': 0.0, 'x2': 716.96344, 'y2': 581.8526}",E:\00learning\00test\验证图片\1204_20250517_084737.jpg
M,1,0.93042,"{'x1': 77.3656, 'y1': 0.0, 'x2': 715.87158, 'y2': 596.49451}",E:\00learning\00test\验证图片\1224_20250517_004531.jpg
M,1,0.92198,"{'x1': 85.14941, 'y1': 0.0, 'x2': 723.92981, 'y2': 589.81732}",E:\00learning\00test\验证图片\1230_20250517_115746.jpg
M,1,0.92757,"{'x1': 86.72131, 'y1': 0.0, 'x2': 708.89557, 'y2': 593.55225}",E:\00learning\00test\验证图片\1233_20250516_222727.jpg
S,2,0.85183,"{'x1': 67.90369, 'y1': 0.0, 'x2': 723.71008, 'y2': 592.80048}",E:\00learning\00test\验证图片\1237_20250516_182649.jpg
M,1,0.92964,"{'x1': 80.92542, 'y1': 0.0, 'x2': 709.28223, 'y2': 582.08337}",E:\00learning\00test\验证图片\1243_20250517_074647.jpg
C,0,0.90405,"{'x1': 92.84161, 'y1': 0.0, 'x2': 715.42145, 'y2': 581.13654}",E:\00learning\00test\验证图片\1244_20250517_062552.jpg
M,1,0.92792,"{'x1': 70.68872, 'y1': 0.0, 'x2': 696.63562, 'y2': 585.30811}",E:\00learning\00test\验证图片\1256_20250516_170309.jpg
M,1,0.92806,"{'x1': 81.80334, 'y1': 0.0, 'x2': 706.50977, 'y2': 590.87756}",E:\00learning\00test\验证图片\1269_20250516_161555.jpg
M,1,0.92479,"{'x1': 69.6272, 'y1': 0.0, 'x2': 699.57593, 'y2': 589.69794}",E:\00learning\00test\验证图片\1269_20250517_123914.jpg
M,1,0.91528,"{'x1': 58.30127, 'y1': 0.0, 'x2': 690.16638, 'y2': 580.95911}",E:\00learning\00test\验证图片\1279_20250517_085655.jpg
M,1,0.9146,"{'x1': 72.05261, 'y1': 0.0, 'x2': 704.34167, 'y2': 581.94147}",E:\00learning\00test\验证图片\1287_20250517_121555.jpg
S,2,0.90724,"{'x1': 51.89594, 'y1': 0.0, 'x2': 701.29694, 'y2': 590.12549}",E:\00learning\00test\验证图片\1291_20250517_110811.jpg
M,1,0.90132,"{'x1': 62.77124, 'y1': 0.0, 'x2': 678.24072, 'y2': 574.99902}",E:\00learning\00test\验证图片\1316_20250517_171332.jpg
M,1,0.9028,"{'x1': 62.17609, 'y1': 0.0, 'x2': 673.2561, 'y2': 578.66766}",E:\00learning\00test\验证图片\1322_20250517_002347.jpg
M,1,0.91807,"{'x1': 56.90942, 'y1': 0.0, 'x2': 677.32507, 'y2': 573.39075}",E:\00learning\00test\验证图片\1324_20250517_034437.jpg
M,1,0.91676,"{'x1': 54.08362, 'y1': 0.0, 'x2': 676.94177, 'y2': 575.29431}",E:\00learning\00test\验证图片\1329_20250517_085753.jpg
M,1,0.92062,"{'x1': 62.32349, 'y1': 0.0, 'x2': 678.03052, 'y2': 573.03412}",E:\00learning\00test\验证图片\1330_20250517_113307.jpg
M,1,0.91683,"{'x1': 74.0531, 'y1': 0.0, 'x2': 680.59094, 'y2': 576.23041}",E:\00learning\00test\验证图片\1331_20250517_010810.jpg
M,1,0.91533,"{'x1': 61.47308, 'y1': 0.0, 'x2': 683.36169, 'y2': 577.50525}",E:\00learning\00test\验证图片\1331_20250517_193416.jpg
S,2,0.9175,"{'x1': 51.71747, 'y1': 0.0, 'x2': 692.7193, 'y2': 579.91504}",E:\00learning\00test\验证图片\1333_20250517_103126.jpg
M,1,0.91554,"{'x1': 62.41852, 'y1': 0.0, 'x2': 678.66815, 'y2': 576.71942}",E:\00learning\00test\验证图片\1334_20250516_210142.jpg
M,1,0.92499,"{'x1': 87.12561, 'y1': 0.0, 'x2': 696.4563, 'y2': 589.19507}",E:\00learning\00test\验证图片\1338_20250516_223509.jpg
M,1,0.92612,"{'x1': 83.10724, 'y1': 0.0, 'x2': 698.23572, 'y2': 586.97937}",E:\00learning\00test\验证图片\1345_20250516_233410.jpg
M,1,0.91865,"{'x1': 68.69391, 'y1': 0.0, 'x2': 694.58337, 'y2': 582.20563}",E:\00learning\00test\验证图片\1349_20250517_154622.jpg
M,1,0.92852,"{'x1': 76.19647, 'y1': 0.0, 'x2': 703.19122, 'y2': 587.65021}",E:\00learning\00test\验证图片\1350_20250517_083545.jpg
M,1,0.88758,"{'x1': 54.52496, 'y1': 0.0, 'x2': 703.74805, 'y2': 577.73792}",E:\00learning\00test\验证图片\1351_20250517_063510.jpg
M,1,0.92589,"{'x1': 82.69836, 'y1': 0.0, 'x2': 723.02161, 'y2': 595.91211}",E:\00learning\00test\验证图片\1354_20250517_144105.jpg
M,1,0.90332,"{'x1': 68.76752, 'y1': 0.0, 'x2': 702.72559, 'y2': 587.92542}",E:\00learning\00test\验证图片\1360_20250516_165058.jpg
M,1,0.9253,"{'x1': 68.70691, 'y1': 0.0, 'x2': 675.53186, 'y2': 580.06158}",E:\00learning\00test\验证图片\1371_20250517_120201.jpg
M,1,0.91838,"{'x1': 75.17407, 'y1': 0.0, 'x2': 692.42676, 'y2': 577.74573}",E:\00learning\00test\验证图片\1372_20250516_213243.jpg
M,1,0.92552,"{'x1': 66.22388, 'y1': 0.0, 'x2': 693.99805, 'y2': 578.56445}",E:\00learning\00test\验证图片\1372_20250517_075814.jpg
M,1,0.91072,"{'x1': 68.53314, 'y1': 0.0, 'x2': 670.26349, 'y2': 568.32111}",E:\00learning\00test\验证图片\1372_20250517_233342.jpg
C,0,0.89488,"{'x1': 93.68439, 'y1': 0.0, 'x2': 710.26044, 'y2': 584.18018}",E:\00learning\00test\验证图片\1376_20250516_213815.jpg
C,0,0.8909,"{'x1': 78.85364, 'y1': 0.0, 'x2': 685.90918, 'y2': 580.44153}",E:\00learning\00test\验证图片\1379_20250517_153412.jpg
M,1,0.92755,"{'x1': 69.42847, 'y1': 0.0, 'x2': 708.53564, 'y2': 576.76318}",E:\00learning\00test\验证图片\1387_20250517_131709.jpg
C,0,0.88787,"{'x1': 93.85516, 'y1': 0.0, 'x2': 713.10193, 'y2': 579.74493}",E:\00learning\00test\验证图片\1388_20250517_070431.jpg
C,0,0.86237,"{'x1': 93.00739, 'y1': 0.0, 'x2': 705.10516, 'y2': 581.25378}",E:\00learning\00test\验证图片\1388_20250517_152322.jpg
M,1,0.92572,"{'x1': 91.3186, 'y1': 0.0, 'x2': 735.21912, 'y2': 597.65417}",E:\00learning\00test\验证图片\1408_20250516_225302.jpg
M,1,0.91939,"{'x1': 73.58533, 'y1': 0.0, 'x2': 687.81262, 'y2': 592.61975}",E:\00learning\00test\验证图片\1424_20250516_160820.jpg
M,1,0.92798,"{'x1': 78.08777, 'y1': 0.0, 'x2': 713.53467, 'y2': 598.23438}",E:\00learning\00test\验证图片\1431_20250516_155907.jpg
M,1,0.92935,"{'x1': 73.08264, 'y1': 0.0, 'x2': 701.84985, 'y2': 582.13348}",E:\00learning\00test\验证图片\1433_20250516_194716.jpg
M,1,0.92835,"{'x1': 71.80078, 'y1': 0.0, 'x2': 706.69702, 'y2': 585.76385}",E:\00learning\00test\验证图片\1452_20250516_174303.jpg
M,1,0.92842,"{'x1': 65.51508, 'y1': 0.0, 'x2': 702.80469, 'y2': 577.08447}",E:\00learning\00test\验证图片\1482_20250516_162621.jpg
M,1,0.9145,"{'x1': 90.32373, 'y1': 0.0, 'x2': 708.66711, 'y2': 583.76544}",E:\00learning\00test\验证图片\1487_20250516_163442.jpg
M,1,0.90943,"{'x1': 93.03448, 'y1': 0.0, 'x2': 718.86249, 'y2': 588.82202}",E:\00learning\00test\验证图片\1524_20250516_174201.jpg
M,1,0.92808,"{'x1': 77.4007, 'y1': 0.0, 'x2': 694.92877, 'y2': 582.10553}",E:\00learning\00test\验证图片\1584_20250516_203635.jpg
M,1,0.66595,"{'x1': 94.29901, 'y1': 0.0, 'x2': 715.98285, 'y2': 583.59595}",E:\00learning\00test\验证图片\1603_20250516_170859.jpg
M,1,0.91316,"{'x1': 74.74475, 'y1': 0.0, 'x2': 716.92969, 'y2': 589.49829}",E:\00learning\00test\验证图片\1609_20250516_182556.jpg
M,1,0.92776,"{'x1': 88.97101, 'y1': 0.0, 'x2': 718.80835, 'y2': 584.25629}",E:\00learning\00test\验证图片\1622_20250516_233050.jpg
C,0,0.90006,"{'x1': 92.91034, 'y1': 0.0, 'x2': 721.67297, 'y2': 585.57855}",E:\00learning\00test\验证图片\1627_20250516_214227.jpg
C,0,0.912,"{'x1': 92.03491, 'y1': 0.0, 'x2': 712.4408, 'y2': 580.64771}",E:\00learning\00test\验证图片\1629_20250516_162041.jpg
S,2,0.92405,"{'x1': 51.76996, 'y1': 0.0, 'x2': 689.90448, 'y2': 579.83313}",E:\00learning\00test\验证图片\1655_20250516_195253.jpg
M,1,0.92792,"{'x1': 84.23578, 'y1': 0.0, 'x2': 710.60974, 'y2': 591.85394}",E:\00learning\00test\验证图片\1685_20250516_163858.jpg
M,1,0.91911,"{'x1': 69.15234, 'y1': 0.0, 'x2': 693.6947, 'y2': 575.59467}",E:\00learning\00test\验证图片\1703_20250516_221207.jpg
M,1,0.92788,"{'x1': 82.31934, 'y1': 0.0, 'x2': 706.41162, 'y2': 578.06128}",E:\00learning\00test\验证图片\1706_20250516_202356.jpg
S,2,0.72454,"{'x1': 69.07446, 'y1': 0.0, 'x2': 705.81921, 'y2': 587.59851}",E:\00learning\00test\验证图片\1737_20250516_232657.jpg
M,1,0.89998,"{'x1': 63.04761, 'y1': 0.0, 'x2': 696.7207, 'y2': 588.28705}",E:\00learning\00test\验证图片\1751_20250516_163800.jpg
M,1,0.92316,"{'x1': 74.90674, 'y1': 0.0, 'x2': 696.67725, 'y2': 584.79724}",E:\00learning\00test\验证图片\1780_20250516_190041.jpg
M,1,0.93392,"{'x1': 88.15247, 'y1': 0.0, 'x2': 719.87451, 'y2': 586.47852}",E:\00learning\00test\验证图片\1942_20250517_165614.jpg
M,1,0.93146,"{'x1': 71.81097, 'y1': 0.0, 'x2': 708.8938, 'y2': 573.98077}",E:\00learning\00test\验证图片\1948_20250517_085222.jpg
M,1,0.91384,"{'x1': 59.3833, 'y1': 0.0, 'x2': 682.46643, 'y2': 574.17407}",E:\00learning\00test\验证图片\1954_20250517_085126.jpg
M,1,0.68704,"{'x1': 91.42151, 'y1': 0.0, 'x2': 708.38513, 'y2': 581.76233}",E:\00learning\00test\验证图片\1958_20250517_014953.jpg
M,1,0.93055,"{'x1': 72.85071, 'y1': 0.0, 'x2': 705.92529, 'y2': 580.04333}",E:\00learning\00test\验证图片\1971_20250517_061705.jpg
M,1,0.92917,"{'x1': 69.16736, 'y1': 0.0, 'x2': 705.26624, 'y2': 586.75995}",E:\00learning\00test\验证图片\1971_20250517_155252.jpg
C,0,0.8931,"{'x1': 79.54706, 'y1': 0.0, 'x2': 706.65991, 'y2': 580.98346}",E:\00learning\00test\验证图片\1972_20250517_110406.jpg
S,2,0.85627,"{'x1': 62.79224, 'y1': 0.0, 'x2': 690.71252, 'y2': 589.1167}",E:\00learning\00test\验证图片\1976_20250517_220227.jpg
M,1,0.93278,"{'x1': 89.75739, 'y1': 0.0, 'x2': 721.45966, 'y2': 588.06708}",E:\00learning\00test\验证图片\1977_20250517_022535.jpg
M,1,0.91524,"{'x1': 89.4707, 'y1': 0.0, 'x2': 721.41736, 'y2': 589.27637}",E:\00learning\00test\验证图片\1980_20250517_115156.jpg
S,2,0.92543,"{'x1': 52.79602, 'y1': 0.0, 'x2': 701.27002, 'y2': 585.7561}",E:\00learning\00test\验证图片\1981_20250517_035226.jpg
M,1,0.92735,"{'x1': 59.70343, 'y1': 0.0, 'x2': 698.39984, 'y2': 582.50366}",E:\00learning\00test\验证图片\1982_20250517_143840.jpg
M,1,0.92797,"{'x1': 66.85059, 'y1': 0.0, 'x2': 696.27356, 'y2': 577.22919}",E:\00learning\00test\验证图片\1988_20250517_025330.jpg
C,0,0.89135,"{'x1': 81.83289, 'y1': 0.0, 'x2': 683.10632, 'y2': 583.29407}",E:\00learning\00test\验证图片\2014_20250517_191037.jpg
C,0,0.79471,"{'x1': 67.79559, 'y1': 0.0, 'x2': 671.8075, 'y2': 582.68811}",E:\00learning\00test\验证图片\2031_20250517_133154.jpg
M,1,0.93069,"{'x1': 81.40198, 'y1': 0.0, 'x2': 703.31018, 'y2': 578.48773}",E:\00learning\00test\验证图片\2056_20250517_011440.jpg
S,2,0.92214,"{'x1': 50.37183, 'y1': 0.0, 'x2': 668.95032, 'y2': 581.79742}",E:\00learning\00test\验证图片\2057_20250517_230910.jpg
C,0,0.89964,"{'x1': 74.49481, 'y1': 0.0, 'x2': 686.32239, 'y2': 583.59778}",E:\00learning\00test\验证图片\2076_20250517_115323.jpg
M,1,0.70215,"{'x1': 70.02686, 'y1': 0.0, 'x2': 695.92822, 'y2': 583.42407}",E:\00learning\00test\验证图片\2078_20250517_124229.jpg
M,1,0.91892,"{'x1': 59.63501, 'y1': 0.0, 'x2': 684.45776, 'y2': 583.16467}",E:\00learning\00test\验证图片\2099_20250517_064136.jpg
M,1,0.92152,"{'x1': 65.5824, 'y1': 0.0, 'x2': 701.24744, 'y2': 571.75922}",E:\00learning\00test\验证图片\2110_20250517_114910.jpg
M,1,0.92457,"{'x1': 73.43481, 'y1': 0.0, 'x2': 695.78326, 'y2': 578.48157}",E:\00learning\00test\验证图片\2118_20250517_030346.jpg
S,2,0.92784,"{'x1': 48.40521, 'y1': 0.0, 'x2': 681.01587, 'y2': 582.3728}",E:\00learning\00test\验证图片\2120_20250517_172133.jpg
M,1,0.66442,"{'x1': 79.63751, 'y1': 0.0, 'x2': 694.23413, 'y2': 580.93005}",E:\00learning\00test\验证图片\2150_20250517_103337.jpg
S,2,0.58964,"{'x1': 63.19904, 'y1': 0.0, 'x2': 687.79425, 'y2': 578.77441}",E:\00learning\00test\验证图片\2164_20250517_092435.jpg
M,1,0.91357,"{'x1': 72.66791, 'y1': 0.0, 'x2': 683.67487, 'y2': 585.03375}",E:\00learning\00test\验证图片\2183_20250517_210248.jpg
M,1,0.79601,"{'x1': 88.06104, 'y1': 0.0, 'x2': 701.90924, 'y2': 578.53381}",E:\00learning\00test\验证图片\2306_20250517_102047.jpg
M,1,0.91294,"{'x1': 83.20795, 'y1': 0.0, 'x2': 707.16705, 'y2': 583.75452}",E:\00learning\00test\验证图片\2306_20250517_191208.jpg
S,2,0.92675,"{'x1': 52.71222, 'y1': 0.0, 'x2': 699.03638, 'y2': 589.20752}",E:\00learning\00test\验证图片\2317_20250516_223957.jpg
C,0,0.89971,"{'x1': 92.06335, 'y1': 0.0, 'x2': 704.48279, 'y2': 583.04407}",E:\00learning\00test\验证图片\2318_20250517_132225.jpg
M,1,0.91989,"{'x1': 71.91736, 'y1': 0.0, 'x2': 704.40222, 'y2': 588.40741}",E:\00learning\00test\验证图片\2331_20250516_195126.jpg
M,1,0.92389,"{'x1': 74.30359, 'y1': 0.0, 'x2': 701.56738, 'y2': 591.45172}",E:\00learning\00test\验证图片\2331_20250517_050245.jpg
M,1,0.89118,"{'x1': 97.39874, 'y1': 0.0, 'x2': 718.67462, 'y2': 586.16833}",E:\00learning\00test\验证图片\2339_20250517_210430.jpg
S,2,0.92861,"{'x1': 51.29742, 'y1': 0.0, 'x2': 702.33008, 'y2': 580.78918}",E:\00learning\00test\验证图片\2342_20250516_213541.jpg
M,1,0.92111,"{'x1': 91.62842, 'y1': 0.0, 'x2': 721.35046, 'y2': 590.65118}",E:\00learning\00test\验证图片\2363_20250517_005859.jpg
M,1,0.92164,"{'x1': 86.0141, 'y1': 0.0, 'x2': 699.16962, 'y2': 584.27911}",E:\00learning\00test\验证图片\2368_20250517_204148.jpg
M,1,0.91856,"{'x1': 79.54669, 'y1': 0.0, 'x2': 703.65704, 'y2': 587.22339}",E:\00learning\00test\验证图片\2383_20250516_213929.jpg
M,1,0.57261,"{'x1': 72.18988, 'y1': 0.0, 'x2': 701.36212, 'y2': 596.86243}",E:\00learning\00test\验证图片\2393_20250516_224437.jpg
M,1,0.91361,"{'x1': 72.6665, 'y1': 0.0, 'x2': 689.40955, 'y2': 584.67908}",E:\00learning\00test\验证图片\2393_20250517_135409.jpg
C,0,0.90968,"{'x1': 92.90869, 'y1': 0.0, 'x2': 716.27502, 'y2': 583.31354}",E:\00learning\00test\验证图片\2395_20250517_192223.jpg
