name,class,confidence,box,path
M,1,0.92332,"{'x1': 84.83264, 'y1': 0.0, 'x2': 706.47144, 'y2': 595.41382}",E:\00learning\00test\01chenliang200\1074_20250516_195701.jpg
C,0,0.59682,"{'x1': 94.97345, 'y1': 0.0, 'x2': 701.3833, 'y2': 588.92792}",E:\00learning\00test\01chenliang200\1076_20250516_204733.jpg
M,1,0.92872,"{'x1': 94.172, 'y1': 0.0, 'x2': 706.02417, 'y2': 587.67371}",E:\00learning\00test\01chenliang200\1079_20250516_155309.jpg
M,1,0.93295,"{'x1': 91.17871, 'y1': 0.0, 'x2': 703.42297, 'y2': 587.0022}",E:\00learning\00test\01chenliang200\1081_20250516_202552.jpg
M,1,0.92336,"{'x1': 88.38239, 'y1': 0.0, 'x2': 704.27185, 'y2': 592.35657}",E:\00learning\00test\01chenliang200\1084_20250516_204831.jpg
M,1,0.94704,"{'x1': 94.06244, 'y1': 0.0, 'x2': 704.16516, 'y2': 587.34619}",E:\00learning\00test\01chenliang200\1089_20250516_234429.jpg
M,1,0.89518,"{'x1': 88.28381, 'y1': 0.0, 'x2': 703.64325, 'y2': 597.28235}",E:\00learning\00test\01chenliang200\1093_20250516_164149.jpg
M,1,0.81795,"{'x1': 98.00391, 'y1': 0.0, 'x2': 706.23877, 'y2': 586.17133}",E:\00learning\00test\01chenliang200\1095_20250516_155132.jpg
M,1,0.92134,"{'x1': 88.85425, 'y1': 0.0, 'x2': 699.22864, 'y2': 589.94238}",E:\00learning\00test\01chenliang200\1096_20250516_160432.jpg
M,1,0.90248,"{'x1': 86.64954, 'y1': 0.0, 'x2': 705.60425, 'y2': 587.96704}",E:\00learning\00test\01chenliang200\1098_20250516_223113.jpg
C,0,0.92533,"{'x1': 93.49683, 'y1': 0.0, 'x2': 707.44495, 'y2': 590.55981}",E:\00learning\00test\01chenliang200\1100_20250516_155213.jpg
M,1,0.92525,"{'x1': 83.48407, 'y1': 0.0, 'x2': 701.63123, 'y2': 598.25525}",E:\00learning\00test\01chenliang200\1104_20250516_191207.jpg
M,1,0.90712,"{'x1': 89.77686, 'y1': 0.0, 'x2': 703.5094, 'y2': 591.27875}",E:\00learning\00test\01chenliang200\1107_20250516_193310.jpg
C,0,0.82587,"{'x1': 93.51605, 'y1': 0.0, 'x2': 706.47583, 'y2': 589.51086}",E:\00learning\00test\01chenliang200\1110_20250516_192043.jpg
M,1,0.91177,"{'x1': 90.14453, 'y1': 0.0, 'x2': 705.89697, 'y2': 592.30212}",E:\00learning\00test\01chenliang200\1118_20250516_161112.jpg
M,1,0.92986,"{'x1': 94.80212, 'y1': 0.0, 'x2': 707.2981, 'y2': 586.68353}",E:\00learning\00test\01chenliang200\1120_20250516_224139.jpg
M,1,0.90263,"{'x1': 85.32935, 'y1': 0.0, 'x2': 704.89136, 'y2': 590.19128}",E:\00learning\00test\01chenliang200\1140_20250516_194800.jpg
M,1,0.8985,"{'x1': 89.54462, 'y1': 0.0, 'x2': 706.45978, 'y2': 594.30261}",E:\00learning\00test\01chenliang200\1144_20250516_232904.jpg
M,1,0.78029,"{'x1': 96.82208, 'y1': 0.0, 'x2': 709.55005, 'y2': 586.37262}",E:\00learning\00test\01chenliang200\1145_20250516_212526.jpg
M,1,0.90165,"{'x1': 86.48462, 'y1': 0.0, 'x2': 705.91248, 'y2': 592.98608}",E:\00learning\00test\01chenliang200\1147_20250516_214625.jpg
M,1,0.91255,"{'x1': 88.30634, 'y1': 0.0, 'x2': 704.44519, 'y2': 590.16455}",E:\00learning\00test\01chenliang200\1155_20250516_203457.jpg
M,1,0.9116,"{'x1': 92.08044, 'y1': 0.0, 'x2': 708.69971, 'y2': 593.44427}",E:\00learning\00test\01chenliang200\1156_20250516_161207.jpg
M,1,0.92204,"{'x1': 89.15979, 'y1': 0.0, 'x2': 703.42236, 'y2': 592.83948}",E:\00learning\00test\01chenliang200\1175_20250516_232119.jpg
M,1,0.92703,"{'x1': 91.01801, 'y1': 0.0, 'x2': 704.47522, 'y2': 591.27667}",E:\00learning\00test\01chenliang200\1176_20250516_234545.jpg
M,1,0.91696,"{'x1': 85.5932, 'y1': 0.0, 'x2': 704.23535, 'y2': 590.05811}",E:\00learning\00test\01chenliang200\1183_20250516_174407.jpg
C,0,0.94988,"{'x1': 93.89893, 'y1': 0.0, 'x2': 723.82544, 'y2': 589.61536}",E:\00learning\00test\01chenliang200\1184_20250516_192714.jpg
C,0,0.89907,"{'x1': 94.08679, 'y1': 0.0, 'x2': 698.8313, 'y2': 583.8421}",E:\00learning\00test\01chenliang200\1185_20250516_225427.jpg
C,0,0.7036,"{'x1': 92.58917, 'y1': 0.0, 'x2': 703.97479, 'y2': 589.89301}",E:\00learning\00test\01chenliang200\1186_20250516_212244.jpg
M,1,0.93354,"{'x1': 94.4035, 'y1': 0.0, 'x2': 707.65894, 'y2': 587.51984}",E:\00learning\00test\01chenliang200\1191_20250516_230728.jpg
M,1,0.92904,"{'x1': 87.84363, 'y1': 0.0, 'x2': 704.69592, 'y2': 588.31598}",E:\00learning\00test\01chenliang200\1192_20250516_210057.jpg
M,1,0.87658,"{'x1': 82.52698, 'y1': 0.0, 'x2': 703.43652, 'y2': 592.90906}",E:\00learning\00test\01chenliang200\1193_20250516_192527.jpg
M,1,0.92482,"{'x1': 89.03979, 'y1': 0.0, 'x2': 705.39386, 'y2': 589.48877}",E:\00learning\00test\01chenliang200\1204_20250516_230047.jpg
M,1,0.75975,"{'x1': 98.30145, 'y1': 0.0, 'x2': 709.38489, 'y2': 586.74408}",E:\00learning\00test\01chenliang200\1214_20250516_233324.jpg
M,1,0.90953,"{'x1': 90.85358, 'y1': 0.0, 'x2': 700.08838, 'y2': 588.56873}",E:\00learning\00test\01chenliang200\1233_20250516_222727.jpg
M,1,0.91059,"{'x1': 88.60938, 'y1': 0.0, 'x2': 706.4375, 'y2': 594.53674}",E:\00learning\00test\01chenliang200\1237_20250516_182649.jpg
M,1,0.913,"{'x1': 98.58148, 'y1': 0.0, 'x2': 730.79974, 'y2': 585.86353}",E:\00learning\00test\01chenliang200\1238_20250516_212858.jpg
M,1,0.91609,"{'x1': 86.30872, 'y1': 0.0, 'x2': 707.31714, 'y2': 588.29993}",E:\00learning\00test\01chenliang200\1243_20250516_223003.jpg
C,0,0.92086,"{'x1': 93.19879, 'y1': 0.0, 'x2': 701.67017, 'y2': 589.16815}",E:\00learning\00test\01chenliang200\1244_20250516_205328.jpg
M,1,0.84131,"{'x1': 86.77875, 'y1': 0.0, 'x2': 697.87622, 'y2': 587.78772}",E:\00learning\00test\01chenliang200\1254_20250516_203550.jpg
S,2,0.55859,"{'x1': 77.66791, 'y1': 0.0, 'x2': 702.86346, 'y2': 594.5224}",E:\00learning\00test\01chenliang200\1254_20250516_203550.jpg
M,1,0.89046,"{'x1': 84.65277, 'y1': 0.0, 'x2': 707.29395, 'y2': 589.49445}",E:\00learning\00test\01chenliang200\1255_20250516_202451.jpg
M,1,0.9189,"{'x1': 88.52246, 'y1': 0.0, 'x2': 701.32947, 'y2': 593.13599}",E:\00learning\00test\01chenliang200\1256_20250516_170309.jpg
M,1,0.91547,"{'x1': 88.87378, 'y1': 0.0, 'x2': 703.99353, 'y2': 593.52203}",E:\00learning\00test\01chenliang200\1261_20250516_223334.jpg
C,0,0.56758,"{'x1': 91.93628, 'y1': 0.0, 'x2': 704.45215, 'y2': 588.07526}",E:\00learning\00test\01chenliang200\1265_20250516_155656.jpg
M,1,0.46155,"{'x1': 98.94934, 'y1': 0.0, 'x2': 709.31079, 'y2': 586.13513}",E:\00learning\00test\01chenliang200\1265_20250516_155656.jpg
M,1,0.90968,"{'x1': 91.00122, 'y1': 0.0, 'x2': 703.70605, 'y2': 589.68188}",E:\00learning\00test\01chenliang200\1268_20250516_170537.jpg
M,1,0.9183,"{'x1': 91.14703, 'y1': 0.0, 'x2': 702.91431, 'y2': 588.20483}",E:\00learning\00test\01chenliang200\1269_20250516_161555.jpg
M,1,0.91073,"{'x1': 82.74048, 'y1': 0.0, 'x2': 702.92139, 'y2': 591.34094}",E:\00learning\00test\01chenliang200\1275_20250516_233601.jpg
M,1,0.93528,"{'x1': 88.85461, 'y1': 0.0, 'x2': 705.4613, 'y2': 589.5658}",E:\00learning\00test\01chenliang200\1279_20250516_234132.jpg
C,0,0.95123,"{'x1': 95.66882, 'y1': 0.0, 'x2': 710.02661, 'y2': 588.11768}",E:\00learning\00test\01chenliang200\1289_20250516_213013.jpg
M,1,0.91769,"{'x1': 90.22974, 'y1': 0.0, 'x2': 704.10425, 'y2': 587.05853}",E:\00learning\00test\01chenliang200\1298_20250516_223834.jpg
M,1,0.92978,"{'x1': 92.78894, 'y1': 0.0, 'x2': 705.17297, 'y2': 588.03973}",E:\00learning\00test\01chenliang200\1299_20250516_214437.jpg
M,1,0.93242,"{'x1': 88.92175, 'y1': 0.0, 'x2': 701.21552, 'y2': 588.7865}",E:\00learning\00test\01chenliang200\1316_20250516_214022.jpg
M,1,0.93856,"{'x1': 89.88654, 'y1': 0.0, 'x2': 705.22333, 'y2': 585.70245}",E:\00learning\00test\01chenliang200\1324_20250516_190553.jpg
M,1,0.95479,"{'x1': 94.94757, 'y1': 0.0, 'x2': 702.56256, 'y2': 587.39362}",E:\00learning\00test\01chenliang200\1325_20250516_215426.jpg
M,1,0.93094,"{'x1': 90.05725, 'y1': 0.0, 'x2': 703.18286, 'y2': 587.39716}",E:\00learning\00test\01chenliang200\1329_20250516_230430.jpg
M,1,0.92334,"{'x1': 90.01459, 'y1': 0.0, 'x2': 700.0144, 'y2': 587.99878}",E:\00learning\00test\01chenliang200\1334_20250516_210142.jpg
M,1,0.92409,"{'x1': 89.30194, 'y1': 0.0, 'x2': 701.45294, 'y2': 587.83777}",E:\00learning\00test\01chenliang200\1336_20250516_221835.jpg
M,1,0.92315,"{'x1': 88.20819, 'y1': 0.0, 'x2': 704.19788, 'y2': 588.3324}",E:\00learning\00test\01chenliang200\1338_20250516_223509.jpg
M,1,0.94681,"{'x1': 94.28497, 'y1': 0.0, 'x2': 703.82739, 'y2': 587.92029}",E:\00learning\00test\01chenliang200\1342_20250516_160211.jpg
M,1,0.94619,"{'x1': 92.63837, 'y1': 0.0, 'x2': 704.14465, 'y2': 585.31763}",E:\00learning\00test\01chenliang200\1343_20250516_224047.jpg
M,1,0.92736,"{'x1': 87.16614, 'y1': 0.0, 'x2': 699.54736, 'y2': 591.45844}",E:\00learning\00test\01chenliang200\1345_20250516_233410.jpg
M,1,0.91816,"{'x1': 88.63654, 'y1': 0.0, 'x2': 706.2804, 'y2': 589.53674}",E:\00learning\00test\01chenliang200\1349_20250516_162535.jpg
M,1,0.94383,"{'x1': 91.86157, 'y1': 0.0, 'x2': 704.51978, 'y2': 586.59387}",E:\00learning\00test\01chenliang200\1352_20250516_222157.jpg
M,1,0.91034,"{'x1': 89.26288, 'y1': 0.0, 'x2': 702.52875, 'y2': 594.66846}",E:\00learning\00test\01chenliang200\1358_20250516_205801.jpg
M,1,0.91851,"{'x1': 87.31189, 'y1': 0.0, 'x2': 706.63013, 'y2': 590.04639}",E:\00learning\00test\01chenliang200\1360_20250516_165058.jpg
M,1,0.93414,"{'x1': 89.28003, 'y1': 0.0, 'x2': 705.27393, 'y2': 586.16644}",E:\00learning\00test\01chenliang200\1363_20250516_232008.jpg
M,1,0.94774,"{'x1': 91.56091, 'y1': 0.0, 'x2': 701.47754, 'y2': 585.62244}",E:\00learning\00test\01chenliang200\1372_20250516_213243.jpg
M,1,0.9067,"{'x1': 97.3457, 'y1': 0.0, 'x2': 709.52698, 'y2': 586.86945}",E:\00learning\00test\01chenliang200\1376_20250516_213815.jpg
M,1,0.92933,"{'x1': 88.40753, 'y1': 0.0, 'x2': 704.17493, 'y2': 586.56097}",E:\00learning\00test\01chenliang200\1383_20250516_215132.jpg
M,1,0.94081,"{'x1': 94.68457, 'y1': 0.0, 'x2': 708.72217, 'y2': 586.17651}",E:\00learning\00test\01chenliang200\1388_20250516_211655.jpg
M,1,0.87188,"{'x1': 86.55542, 'y1': 0.0, 'x2': 702.62781, 'y2': 588.96179}",E:\00learning\00test\01chenliang200\1389_20250516_160725.jpg
M,1,0.92743,"{'x1': 82.12982, 'y1': 0.0, 'x2': 703.04108, 'y2': 588.47125}",E:\00learning\00test\01chenliang200\1391_20250516_174818.jpg
M,1,0.93841,"{'x1': 93.84961, 'y1': 0.0, 'x2': 707.05103, 'y2': 587.70532}",E:\00learning\00test\01chenliang200\1395_20250516_155740.jpg
M,1,0.92901,"{'x1': 84.4577, 'y1': 0.0, 'x2': 704.76184, 'y2': 588.70923}",E:\00learning\00test\01chenliang200\1401_20250516_205455.jpg
M,1,0.9426,"{'x1': 94.22711, 'y1': 0.0, 'x2': 706.03796, 'y2': 586.25049}",E:\00learning\00test\01chenliang200\1402_20250516_235140.jpg
M,1,0.91096,"{'x1': 91.33154, 'y1': 0.0, 'x2': 730.40442, 'y2': 593.31476}",E:\00learning\00test\01chenliang200\1408_20250516_225302.jpg
M,1,0.91643,"{'x1': 89.98065, 'y1': 0.0, 'x2': 706.58154, 'y2': 593.57397}",E:\00learning\00test\01chenliang200\1410_20250516_235633.jpg
M,1,0.91391,"{'x1': 89.83252, 'y1': 0.0, 'x2': 706.99414, 'y2': 591.54474}",E:\00learning\00test\01chenliang200\1417_20250516_192824.jpg
M,1,0.95073,"{'x1': 95.48901, 'y1': 0.0, 'x2': 704.55945, 'y2': 586.93848}",E:\00learning\00test\01chenliang200\1421_20250516_212654.jpg
M,1,0.9228,"{'x1': 94.6261, 'y1': 0.0, 'x2': 707.33459, 'y2': 590.2337}",E:\00learning\00test\01chenliang200\1422_20250516_171027.jpg
M,1,0.92128,"{'x1': 90.17554, 'y1': 0.0, 'x2': 702.19751, 'y2': 592.71814}",E:\00learning\00test\01chenliang200\1424_20250516_160820.jpg
M,1,0.91479,"{'x1': 89.48163, 'y1': 0.0, 'x2': 704.53918, 'y2': 597.47882}",E:\00learning\00test\01chenliang200\1431_20250516_155907.jpg
M,1,0.92416,"{'x1': 88.61542, 'y1': 0.0, 'x2': 705.26556, 'y2': 585.34442}",E:\00learning\00test\01chenliang200\1433_20250516_194716.jpg
M,1,0.89752,"{'x1': 96.33154, 'y1': 0.0, 'x2': 710.14545, 'y2': 585.86383}",E:\00learning\00test\01chenliang200\1434_20250516_160128.jpg
M,1,0.91976,"{'x1': 87.24146, 'y1': 0.0, 'x2': 702.75757, 'y2': 587.45068}",E:\00learning\00test\01chenliang200\1435_20250516_232245.jpg
C,0,0.81247,"{'x1': 92.3418, 'y1': 0.0, 'x2': 699.91406, 'y2': 588.65198}",E:\00learning\00test\01chenliang200\1439_20250516_161815.jpg
M,1,0.92417,"{'x1': 84.11603, 'y1': 0.0, 'x2': 701.5199, 'y2': 592.91687}",E:\00learning\00test\01chenliang200\1451_20250516_155519.jpg
M,1,0.91141,"{'x1': 84.35095, 'y1': 0.0, 'x2': 703.34161, 'y2': 591.07599}",E:\00learning\00test\01chenliang200\1452_20250516_174303.jpg
M,1,0.90977,"{'x1': 88.63147, 'y1': 0.0, 'x2': 705.87476, 'y2': 595.97351}",E:\00learning\00test\01chenliang200\1457_20250516_224949.jpg
M,1,0.91878,"{'x1': 89.82092, 'y1': 0.0, 'x2': 705.31726, 'y2': 588.19366}",E:\00learning\00test\01chenliang200\1462_20250516_232459.jpg
C,0,0.95729,"{'x1': 93.9165, 'y1': 0.0, 'x2': 709.6333, 'y2': 586.43408}",E:\00learning\00test\01chenliang200\1465_20250516_195857.jpg
M,1,0.9097,"{'x1': 84.74438, 'y1': 0.0, 'x2': 701.64154, 'y2': 592.34943}",E:\00learning\00test\01chenliang200\1472_20250516_203219.jpg
C,0,0.93694,"{'x1': 95.12805, 'y1': 0.0, 'x2': 704.97437, 'y2': 587.98962}",E:\00learning\00test\01chenliang200\1477_20250516_215655.jpg
M,1,0.93489,"{'x1': 88.89349, 'y1': 0.0, 'x2': 706.50952, 'y2': 588.20337}",E:\00learning\00test\01chenliang200\1482_20250516_162621.jpg
M,1,0.92268,"{'x1': 85.16071, 'y1': 0.0, 'x2': 706.82111, 'y2': 590.3313}",E:\00learning\00test\01chenliang200\1485_20250516_164530.jpg
M,1,0.93372,"{'x1': 91.54114, 'y1': 0.0, 'x2': 706.15942, 'y2': 588.13245}",E:\00learning\00test\01chenliang200\1487_20250516_163442.jpg
C,0,0.92364,"{'x1': 93.36456, 'y1': 0.0, 'x2': 702.32965, 'y2': 587.19031}",E:\00learning\00test\01chenliang200\1496_20250516_162808.jpg
M,1,0.92149,"{'x1': 84.11975, 'y1': 0.0, 'x2': 701.91675, 'y2': 592.49963}",E:\00learning\00test\01chenliang200\1497_20250516_225151.jpg
M,1,0.94016,"{'x1': 91.77325, 'y1': 0.0, 'x2': 703.77869, 'y2': 586.36688}",E:\00learning\00test\01chenliang200\1499_20250516_200952.jpg
M,1,0.91065,"{'x1': 89.16046, 'y1': 0.0, 'x2': 708.50775, 'y2': 587.76074}",E:\00learning\00test\01chenliang200\1508_20250516_160903.jpg
M,1,0.90498,"{'x1': 85.06274, 'y1': 0.0, 'x2': 700.84668, 'y2': 587.48328}",E:\00learning\00test\01chenliang200\1517_20250516_215227.jpg
M,1,0.78607,"{'x1': 75.31726, 'y1': 0.0, 'x2': 710.06445, 'y2': 592.13696}",E:\00learning\00test\01chenliang200\1518_20250516_194947.jpg
M,1,0.91588,"{'x1': 89.77332, 'y1': 0.0, 'x2': 705.99982, 'y2': 588.73871}",E:\00learning\00test\01chenliang200\1523_20250516_172100.jpg
M,1,0.55237,"{'x1': 97.51025, 'y1': 0.0, 'x2': 711.63086, 'y2': 586.50531}",E:\00learning\00test\01chenliang200\1524_20250516_174201.jpg
C,0,0.32101,"{'x1': 94.36041, 'y1': 0.0, 'x2': 707.65564, 'y2': 586.85339}",E:\00learning\00test\01chenliang200\1524_20250516_174201.jpg
M,1,0.9241,"{'x1': 88.70264, 'y1': 0.0, 'x2': 703.02112, 'y2': 587.4964}",E:\00learning\00test\01chenliang200\1526_20250516_223633.jpg
M,1,0.89949,"{'x1': 87.10162, 'y1': 0.0, 'x2': 704.54529, 'y2': 594.88055}",E:\00learning\00test\01chenliang200\1535_20250516_233738.jpg
M,1,0.9111,"{'x1': 89.58228, 'y1': 0.0, 'x2': 710.09631, 'y2': 590.8631}",E:\00learning\00test\01chenliang200\1537_20250516_221620.jpg
M,1,0.9101,"{'x1': 90.46375, 'y1': 0.0, 'x2': 704.39673, 'y2': 594.59265}",E:\00learning\00test\01chenliang200\1538_20250516_205718.jpg
M,1,0.89975,"{'x1': 82.55066, 'y1': 0.0, 'x2': 703.28546, 'y2': 588.49365}",E:\00learning\00test\01chenliang200\1547_20250516_192156.jpg
M,1,0.93119,"{'x1': 90.87701, 'y1': 0.0, 'x2': 707.94739, 'y2': 587.28101}",E:\00learning\00test\01chenliang200\1563_20250516_164929.jpg
M,1,0.91983,"{'x1': 85.50403, 'y1': 0.0, 'x2': 700.98938, 'y2': 594.78394}",E:\00learning\00test\01chenliang200\1567_20250516_161639.jpg
M,1,0.92768,"{'x1': 92.03601, 'y1': 0.0, 'x2': 704.67273, 'y2': 586.32642}",E:\00learning\00test\01chenliang200\1572_20250516_211135.jpg
C,0,0.68049,"{'x1': 91.56396, 'y1': 0.0, 'x2': 699.71753, 'y2': 587.5788}",E:\00learning\00test\01chenliang200\1579_20250516_200425.jpg
M,1,0.50222,"{'x1': 96.80701, 'y1': 0.0, 'x2': 697.87793, 'y2': 585.22638}",E:\00learning\00test\01chenliang200\1579_20250516_200425.jpg
M,1,0.92081,"{'x1': 88.93231, 'y1': 0.0, 'x2': 699.79193, 'y2': 588.24054}",E:\00learning\00test\01chenliang200\1584_20250516_203635.jpg
M,1,0.93542,"{'x1': 91.05426, 'y1': 0.0, 'x2': 703.87415, 'y2': 587.02039}",E:\00learning\00test\01chenliang200\1585_20250516_222311.jpg
M,1,0.94271,"{'x1': 93.03528, 'y1': 0.0, 'x2': 705.40259, 'y2': 589.27863}",E:\00learning\00test\01chenliang200\1586_20250516_222837.jpg
M,1,0.91909,"{'x1': 90.12891, 'y1': 0.0, 'x2': 687.16577, 'y2': 588.23615}",E:\00learning\00test\01chenliang200\1587_20250516_164341.jpg
M,1,0.91736,"{'x1': 89.40955, 'y1': 0.0, 'x2': 703.92493, 'y2': 588.86035}",E:\00learning\00test\01chenliang200\1591_20250516_190126.jpg
M,1,0.92461,"{'x1': 90.73859, 'y1': 0.0, 'x2': 702.26654, 'y2': 586.5896}",E:\00learning\00test\01chenliang200\1594_20250516_200535.jpg
M,1,0.95149,"{'x1': 92.54749, 'y1': 0.0, 'x2': 702.63379, 'y2': 586.23401}",E:\00learning\00test\01chenliang200\1596_20250516_172150.jpg
M,1,0.92722,"{'x1': 90.52118, 'y1': 0.0, 'x2': 690.52771, 'y2': 586.02844}",E:\00learning\00test\01chenliang200\1599_20250516_195210.jpg
M,1,0.93038,"{'x1': 90.41968, 'y1': 0.0, 'x2': 706.10864, 'y2': 588.04541}",E:\00learning\00test\01chenliang200\1601_20250516_224327.jpg
M,1,0.9525,"{'x1': 96.35608, 'y1': 0.0, 'x2': 703.80505, 'y2': 586.56421}",E:\00learning\00test\01chenliang200\1603_20250516_170859.jpg
M,1,0.90129,"{'x1': 90.08215, 'y1': 0.0, 'x2': 706.31519, 'y2': 588.94452}",E:\00learning\00test\01chenliang200\1609_20250516_182556.jpg
M,1,0.89218,"{'x1': 88.03589, 'y1': 0.0, 'x2': 705.14783, 'y2': 593.04498}",E:\00learning\00test\01chenliang200\1617_20250516_175436.jpg
M,1,0.92678,"{'x1': 94.54663, 'y1': 0.0, 'x2': 708.99158, 'y2': 587.69092}",E:\00learning\00test\01chenliang200\1622_20250516_233050.jpg
C,0,0.81102,"{'x1': 93.22644, 'y1': 0.0, 'x2': 707.65503, 'y2': 587.13989}",E:\00learning\00test\01chenliang200\1627_20250516_214227.jpg
C,0,0.55701,"{'x1': 92.63477, 'y1': 0.0, 'x2': 702.37085, 'y2': 587.96277}",E:\00learning\00test\01chenliang200\1629_20250516_162041.jpg
M,1,0.52006,"{'x1': 98.93774, 'y1': 0.0, 'x2': 709.56445, 'y2': 585.79053}",E:\00learning\00test\01chenliang200\1629_20250516_162041.jpg
M,1,0.91123,"{'x1': 88.44873, 'y1': 0.0, 'x2': 703.38037, 'y2': 587.37122}",E:\00learning\00test\01chenliang200\1635_20250516_225812.jpg
M,1,0.91536,"{'x1': 81.94421, 'y1': 0.0, 'x2': 702.27655, 'y2': 592.27893}",E:\00learning\00test\01chenliang200\1645_20250516_212017.jpg
M,1,0.9081,"{'x1': 87.74109, 'y1': 0.0, 'x2': 704.36957, 'y2': 595.1059}",E:\00learning\00test\01chenliang200\1650_20250516_202311.jpg
M,1,0.91505,"{'x1': 89.31842, 'y1': 0.0, 'x2': 702.00708, 'y2': 597.05505}",E:\00learning\00test\01chenliang200\1654_20250516_210639.jpg
M,1,0.9361,"{'x1': 86.60309, 'y1': 0.0, 'x2': 704.04919, 'y2': 583.77771}",E:\00learning\00test\01chenliang200\1655_20250516_195253.jpg
M,1,0.92944,"{'x1': 90.21674, 'y1': 0.0, 'x2': 699.76428, 'y2': 583.71826}",E:\00learning\00test\01chenliang200\1658_20250516_224711.jpg
